# Real gene-level constraint metrics from gnomAD.
#
# Source: gnomAD gene constraint metrics (gnomad.v4.1.constraint_metrics.tsv), downloaded from
#   https://storage.googleapis.com/gcp-public-data--gnomad/release/4.1/constraint/gnomad.v4.1.constraint_metrics.tsv
# Version: v4.1 (parsed from the source filename; the TSV body carries no version column)
# Retrieved: 2026-08-28
# Licence: public domain (CC0). gnomAD requests attribution/citation to the flagship publication wherever the data are used; no other restriction applies.
#   See https://gnomad.broadinstitute.org/policies
# Generator: tools/build_knowledge/build.py (uv run python -m tools.build_knowledge.build)
#
# One row per gene: gnomAD reports constraint per TRANSCRIPT, so for each gene the MANE Select transcript is preferred, then the canonical transcript, then the lexicographically smallest transcript ID (deterministic tie-break; mirrors mva.annotation.local_tables._consequence_sort_key). Only transcripts carrying an Ensembl gene ID (gene_id starting 'ENSG') are used, so ensembl_gene_id is always populated for an included gene; the gnomAD 'gene' value literally equal to 'NA' (its own missing-gene sentinel) is excluded entirely, not treated as a gene symbol.
#
# pli = lof.pLI, loeuf = lof.oe_ci.upper, mis_z = mis.z_score -- gnomAD's own high-confidence-pLoF-only ('lof.', not the merged 'lof_hc_lc.' set) and sample-size-calibrated ('z_score', not 'z_raw') columns: the same metrics gnomAD's browser shows on a gene's page. A gene with an insufficient expected-variant count for a metric ('NA' in the source) has an EMPTY cell here, NEVER 0 -- an empty LOEUF means unmeasured, not "extremely constrained" (GP-14).
# constraint_flags carries gnomAD's own QC flags for the selected transcript (e.g. no_exp_lof, outlier_mis), comma-separated; empty means no flag was set.
#
# KNOWN COVERAGE GAP in this download (found by inspecting the file, not assumed): it contains autosomal genes (chr1-chr22) ONLY. No chrX or chrY gene appears anywhere in the source (verified directly: e.g. DMD, AR, ATRX, ATP7A, BTK are entirely absent), and the mitochondrial genome has no nuclear-LOFTEE-style constraint model at all. A gene absent from this table may be real and clinically important -- absence here means "not covered by this gnomAD release/download," never "unconstrained."
#
# Accounting: 211523 transcript rows read, 802 with gnomAD's own 'NA' gene sentinel (excluded), 18203 distinct real gene symbols seen, 88 of those have no Ensembl-tagged transcript row at all and are excluded from this table: ADGRF2, ANP32C, BTNL10, C11orf40, C2orf83, C6orf201, C9orf163, C9orf47, CARD17, CENPBD1, CLECL1, CNPY3-GNMT, CRYZL2P-SEC16B, DNAJB3, EEF1AKNMT, ERV3-1-ZNF117, FAM207A, FOLH1B, GPR75-ASB3, KIAA0754, ... (68 more).
# 18115 genes included below.
gene_symbol	ensembl_gene_id	transcript_id	canonical	mane_select	pli	loeuf	mis_z	constraint_flags	source	version
PGF	ENSG00000119630	ENST00000555567	true	true	0.14869	0.783	-0.10746		gnomAD	v4.1
PGGHG	ENSG00000142102	ENST00000409548	true	true	3.6333e-20	1.063	-0.40857		gnomAD	v4.1
PGGT1B	ENSG00000164219	ENST00000419445	true	true	0.00090483	1.372	0.56651		gnomAD	v4.1
PGK2	ENSG00000170950	ENST00000304801	true	true	0.0049312	1.763	-0.81067		gnomAD	v4.1
PGLS	ENSG00000130313	ENST00000252603	true	true	1.0959e-08	1.638	-2.1168		gnomAD	v4.1
PGLYRP1	ENSG00000008438	ENST00000008938	true	true	9.3441e-07	1.425	0.3383		gnomAD	v4.1
PGLYRP2	ENSG00000161031	ENST00000340880	true	true	1.4129e-11	1.135	0.12774		gnomAD	v4.1
PGLYRP3	ENSG00000159527	ENST00000683862	true	true	5.3904e-15	1.347	0.73125		gnomAD	v4.1
PGLYRP4	ENSG00000163218	ENST00000359650	true	true	1.0911e-10	1.274	0.29937		gnomAD	v4.1
PGM1	ENSG00000079739	ENST00000371084	true	true	6.9806e-17	1.189	0.48596		gnomAD	v4.1
PGM2	ENSG00000169299	ENST00000381967	true	true	1.06e-06	1.172	0.87159		gnomAD	v4.1
PGM2L1	ENSG00000165434	ENST00000298198	true	true	0.00095241	0.665	2.3395		gnomAD	v4.1
PGM3	ENSG00000013375	ENST00000513973	true	true	1.368e-07	0.962	1.5762		gnomAD	v4.1
PGM5	ENSG00000154330	ENST00000396396	true	true	0.015352	0.701	1.3385		gnomAD	v4.1
PGP	ENSG00000184207	ENST00000333503	true	true	0.0085094	1.109	-0.79007	outlier_syn	gnomAD	v4.1
PGPEP1	ENSG00000130517	ENST00000269919	true	true	1.9708e-05	1.251	0.73999		gnomAD	v4.1
PGPEP1L	ENSG00000183571	ENST00000535714	true	true	0.0014701	1.827	-0.30681		gnomAD	v4.1
PGR	ENSG00000082175	ENST00000325455	true	true	0.72139	0.554	-0.87107		gnomAD	v4.1
PGRMC2	ENSG00000164040	ENST00000296425	true	true	0.62284	0.848	-0.075626		gnomAD	v4.1
PGS1	ENSG00000087157	ENST00000262764	true	true	4.6959e-11	0.998	0.75971		gnomAD	v4.1
PHACTR1	ENSG00000112137	ENST00000332995	true	true	1	0.336	3.2031		gnomAD	v4.1
PHACTR2	ENSG00000112419	ENST00000440869	true	true	0.31485	0.599	0.93008		gnomAD	v4.1
PHACTR3	ENSG00000087495	ENST00000371015	true	true	1	0.302	0.71416		gnomAD	v4.1
PHACTR4	ENSG00000204138	ENST00000373839	true	true	3.0235e-10	0.894	1.9516		gnomAD	v4.1
PHAF1	ENSG00000125149	ENST00000219139	true	true	0.20176	0.596	1.3562		gnomAD	v4.1
PHAX	ENSG00000164902	ENST00000297540	true	true	3.2843e-08	1.11	0.7356		gnomAD	v4.1
PHB	ENSG00000167085	ENST00000300408	true	true	0.44401	0.664	3.0569		gnomAD	v4.1
PHB2	ENSG00000215021	ENST00000535923	true	true	0.16626	0.648	1.2488		gnomAD	v4.1
PHC1	ENSG00000111752	ENST00000544916	true	true	1	0.322	2.7357		gnomAD	v4.1
PHC2	ENSG00000134686	ENST00000683057	true	true	0.98064	0.492	3.1458		gnomAD	v4.1
PHC3	ENSG00000173889	ENST00000495893	true	true	1	0.185	2.793		gnomAD	v4.1
PHETA1	ENSG00000198324	ENST00000683047	true	true	0.019357	1.942	-0.35229		gnomAD	v4.1
PHETA2	ENSG00000177096	ENST00000321753	true	true	0.00049288	1.937	0.60003		gnomAD	v4.1
PHF1	ENSG00000112511	ENST00000374516	true	true	1	0.338	3.2379		gnomAD	v4.1
PHF10	ENSG00000130024	ENST00000339209	true	true	0.0021125	0.93	1.3655		gnomAD	v4.1
PHF11	ENSG00000136147	ENST00000378319	true	true	0.054448	1.931	-0.82487		gnomAD	v4.1
PHF12	ENSG00000109118	ENST00000332830	true	true	1	0.115	4.0709		gnomAD	v4.1
PHF13	ENSG00000116273	ENST00000377648	true	true	0.99998	0.183	2.0609		gnomAD	v4.1
PHF14	ENSG00000106443	ENST00000634607	true	true	0.025917	0.671	0.87718		gnomAD	v4.1
PHF19	ENSG00000119403	ENST00000373896	true	true	0.99528	0.473	3.4308		gnomAD	v4.1
PHF2	ENSG00000197724	ENST00000359246	true	true	1	0.329	3.5968		gnomAD	v4.1
PHF20	ENSG00000025293	ENST00000374012	true	true	1	0.249	3.177		gnomAD	v4.1
PHF20L1	ENSG00000129292	ENST00000395386	true	true	0.22922	0.645	0.81933		gnomAD	v4.1
PHF21A	ENSG00000135365	ENST00000676320	true	true	1	0.149	3.1353		gnomAD	v4.1
PHF21B	ENSG00000056487	ENST00000313237	true	true	0.01104	0.676	-0.90703		gnomAD	v4.1
PHF23	ENSG00000040633	ENST00000320316	true	true	1	0.176	1.0839		gnomAD	v4.1
PHF24	ENSG00000122733	ENST00000242315	true	false	6.3193e-05	0.803	1.3437		gnomAD	v4.1
PHF3	ENSG00000118482	ENST00000262043	true	true	1	0.301	0.79829		gnomAD	v4.1
PHF5A	ENSG00000100410	ENST00000216252	true	true	0.99864	0.205	3.687		gnomAD	v4.1
PHF7	ENSG00000010318	ENST00000327906	true	true	0.29413	0.682	1.7401		gnomAD	v4.1
PHGDH	ENSG00000092621	ENST00000641023	true	true	4.456e-14	1.155	1.2168		gnomAD	v4.1
PHGR1	ENSG00000233041	ENST00000448599	true	true	0.1286	1.446	1.2165		gnomAD	v4.1
PHIP	ENSG00000146247	ENST00000275034	true	true	1	0.246	4.4459		gnomAD	v4.1
PHKB	ENSG00000102893	ENST00000323584	true	true	1.2179e-07	0.792	0.87257		gnomAD	v4.1
PHKG1	ENSG00000164776	ENST00000297373	true	true	3.3395e-16	1.314	0.80544		gnomAD	v4.1
PHKG2	ENSG00000156873	ENST00000563588	true	true	5.9391e-07	0.876	0.87966		gnomAD	v4.1
PHLDA1	ENSG00000139289	ENST00000266671	true	false	1.5113e-08	1.409	-1.3235		gnomAD	v4.1
PHLDA2	ENSG00000181649	ENST00000314222	true	true	0.015658	1.681	0.05464		gnomAD	v4.1
PHLDA3	ENSG00000174307	ENST00000367311	true	true	3.1822e-06	1.94	0.11301		gnomAD	v4.1
PHLDB1	ENSG00000019144	ENST00000600882	true	true	6.4246e-06	0.604	1.7574		gnomAD	v4.1
PHLDB2	ENSG00000144824	ENST00000431670	true	true	6.546e-12	0.717	1.1438		gnomAD	v4.1
PHLDB3	ENSG00000176531	ENST00000292140	true	true	1.4327e-34	1.434	-2.5609		gnomAD	v4.1
PHLPP1	ENSG00000081913	ENST00000262719	true	true	0.22192	0.546	0.96608		gnomAD	v4.1
PHLPP2	ENSG00000040199	ENST00000568954	true	true	2.9721e-07	0.684	-0.077929		gnomAD	v4.1
PHOSPHO1	ENSG00000173868	ENST00000310544	true	true	0.024147	1.311	-0.48027		gnomAD	v4.1
PHOSPHO2	ENSG00000144362	ENST00000359744	true	true	6.2812e-05	1.298	1.0312		gnomAD	v4.1
PHOX2A	ENSG00000165462	ENST00000298231	true	true	4.5911e-06	1.844	-2.1581		gnomAD	v4.1
PHOX2B	ENSG00000109132	ENST00000226382	true	true	0.99227	0.349	1.2908		gnomAD	v4.1
PHPT1	ENSG00000054148	ENST00000247665	true	true	2.1909e-06	1.546	-1.3425		gnomAD	v4.1
PHRF1	ENSG00000070047	ENST00000264555	true	true	0.0003517	0.573	-1.9008		gnomAD	v4.1
PHTF1	ENSG00000116793	ENST00000369604	true	true	1.4289e-09	0.993	1.0583		gnomAD	v4.1
PHTF2	ENSG00000006576	ENST00000416283	true	false	0.004245	1.115	1.3624		gnomAD	v4.1
PHYH	ENSG00000107537	ENST00000263038	true	true	1.4384e-06	1.147	0.45192		gnomAD	v4.1
PHYHD1	ENSG00000175287	ENST00000372592	true	true	5.4777e-14	1.209	0.76295		gnomAD	v4.1
PHYHIP	ENSG00000168490	ENST00000454243	true	true	0.98398	0.479	3.5759		gnomAD	v4.1
PHYHIPL	ENSG00000165443	ENST00000373880	true	true	0.99612	0.424	1.8375		gnomAD	v4.1
PHYKPL	ENSG00000175309	ENST00000308158	true	true	6.732e-12	1.02	-0.68471		gnomAD	v4.1
PI15	ENSG00000137558	ENST00000260113	true	true	0.0017086	1.599	0.97265		gnomAD	v4.1
PI16	ENSG00000164530	ENST00000373674	true	true	1.1496e-11	1.22	0.5515		gnomAD	v4.1
PI3	ENSG00000124102	ENST00000243924	true	true	0.065968	1.445	0.15335		gnomAD	v4.1
PI4K2A	ENSG00000155252	ENST00000370631	true	false	0.052505	0.682	1.5991		gnomAD	v4.1
PI4K2B	ENSG00000038210	ENST00000264864	true	true	1.3012e-07	1.456	-1.0003		gnomAD	v4.1
PI4KA	ENSG00000241973	ENST00000255882	true	true	1.9549e-06	0.548	4.6448		gnomAD	v4.1
PI4KB	ENSG00000143393	ENST00000368873	true	true	0.99993	0.421	4.6798		gnomAD	v4.1
PIANP	ENSG00000139200	ENST00000534837	true	true	0.00069196	1.025	0.069891		gnomAD	v4.1
PIAS1	ENSG00000033800	ENST00000249636	true	true	1	0.138	2.3837		gnomAD	v4.1
PIAS2	ENSG00000078043	ENST00000585916	true	true	1	0.316	1.974		gnomAD	v4.1
PIAS3	ENSG00000131788	ENST00000393045	true	true	3.5277e-05	0.703	1.4984		gnomAD	v4.1
PIAS4	ENSG00000105229	ENST00000262971	true	true	1	0.249	2.0801		gnomAD	v4.1
PIBF1	ENSG00000083535	ENST00000326291	true	true	1.0889e-07	1.235	-0.59281		gnomAD	v4.1
PICALM	ENSG00000073921	ENST00000393346	true	true	0.74557	0.647	1.074		gnomAD	v4.1
PICK1	ENSG00000100151	ENST00000356976	true	true	0.00025502	0.77	2.1328		gnomAD	v4.1
PID1	ENSG00000153823	ENST00000392055	true	true	0.042908	0.905	0.99893		gnomAD	v4.1
PIDD1	ENSG00000177595	ENST00000347755	true	true	4.3995e-26	1.237	-1.6597		gnomAD	v4.1
PIEZO1	ENSG00000103335	ENST00000301015	true	true	3.0062e-100	1.17	-10	outlier_mis,outlier_syn	gnomAD	v4.1
PIEZO2	ENSG00000154864	ENST00000674853	true	true	2.1757e-15	0.563	3.0264		gnomAD	v4.1
PIF1	ENSG00000140451	ENST00000559239	true	true	4.7862e-25	1.415	-0.23238		gnomAD	v4.1
PIFO	ENSG00000173947	ENST00000369738	true	true	2.084e-05	1.166	0.45821		gnomAD	v4.1
PIGB	ENSG00000069943	ENST00000164305	true	true	0.00032992	1.098	0.011228		gnomAD	v4.1
PIGC	ENSG00000135845	ENST00000344529	true	true	0.00095682	0.996	1.1713		gnomAD	v4.1
PIGF	ENSG00000151665	ENST00000281382	true	true	0.67844	0.865	0.29384		gnomAD	v4.1
PIGG	ENSG00000174227	ENST00000453061	true	true	9.856e-20	1.11	0.044817		gnomAD	v4.1
PIGH	ENSG00000100564	ENST00000216452	true	true	0.00031596	1.778	0.28956		gnomAD	v4.1
PIGK	ENSG00000142892	ENST00000370812	true	true	0.011288	1.915	-0.75381		gnomAD	v4.1
PIGL	ENSG00000108474	ENST00000225609	true	true	9.8416e-05	1.239	0.40863		gnomAD	v4.1
PIGM	ENSG00000143315	ENST00000368090	true	true	0.0073014	0.975	0.73862		gnomAD	v4.1
PIGN	ENSG00000197563	ENST00000640252	true	true	1.5077e-09	1.46	0.29539		gnomAD	v4.1
PIGO	ENSG00000165282	ENST00000378617	true	true	1.7784e-16	0.89	2.1062		gnomAD	v4.1
PIGP	ENSG00000185808	ENST00000360525	true	true	1.2246e-06	1.937	0.16505		gnomAD	v4.1
PIGQ	ENSG00000007541	ENST00000321878	true	true	6.7802e-18	1.295	-0.60382		gnomAD	v4.1
PIGR	ENSG00000162896	ENST00000356495	true	true	0.99972	0.438	1.5735		gnomAD	v4.1
PIGS	ENSG00000087111	ENST00000308360	true	true	4.9218e-06	0.76	1.5894		gnomAD	v4.1
PIGT	ENSG00000124155	ENST00000279036	true	true	1.0109e-16	1.084	0.42049		gnomAD	v4.1
PIGU	ENSG00000101464	ENST00000217446	true	true	0.033044	0.675	0.47385		gnomAD	v4.1
PIGV	ENSG00000060642	ENST00000674202	true	true	1.771e-06	0.902	1.4008		gnomAD	v4.1
PIGW	ENSG00000277161	ENST00000614443	true	true	2.9002e-05	0.88	0.63985		gnomAD	v4.1
PIGX	ENSG00000163964	ENST00000392391	true	true	0.012884	1.737	0.053128		gnomAD	v4.1
PIGY	ENSG00000255072	ENST00000527353	true	true	0.08398	1.641	0.25331		gnomAD	v4.1
PIGZ	ENSG00000119227	ENST00000412723	true	true	3.7922e-07	1.431	-0.2806		gnomAD	v4.1
PIH1D1	ENSG00000104872	ENST00000262265	true	true	3.2174e-07	1.017	0.82035		gnomAD	v4.1
PIH1D2	ENSG00000150773	ENST00000280350	true	true	6.2618e-08	1.163	1.1993		gnomAD	v4.1
PIK3AP1	ENSG00000155629	ENST00000339364	true	true	1	0.34	2.7671		gnomAD	v4.1
PIK3C2A	ENSG00000011405	ENST00000691414	true	true	0.0030616	0.634	1.6106		gnomAD	v4.1
PIK3C2B	ENSG00000133056	ENST00000684373	true	true	2.1138e-05	0.557	3.0947		gnomAD	v4.1
PIK3C2G	ENSG00000139144	ENST00000538779	true	true	4.0809e-17	1.233	-0.73699		gnomAD	v4.1
PIK3C3	ENSG00000078142	ENST00000262039	true	true	7.9249e-11	1.003	1.8019		gnomAD	v4.1
PIK3CA	ENSG00000121879	ENST00000263967	true	true	1	0.221	6.1494		gnomAD	v4.1
PIK3CB	ENSG00000051382	ENST00000674063	true	true	1	0.319	3.3831		gnomAD	v4.1
PIK3CD	ENSG00000171608	ENST00000377346	true	true	1	0.23	6.3956		gnomAD	v4.1
PIK3CG	ENSG00000105851	ENST00000496166	true	true	6.0779e-06	0.656	1.7456		gnomAD	v4.1
PIK3IP1	ENSG00000100100	ENST00000215912	true	true	1.7049e-10	1.419	-0.54495		gnomAD	v4.1
PIK3R1	ENSG00000145675	ENST00000521381	true	true	1	0.363	3.4447		gnomAD	v4.1
PIK3R2	ENSG00000105647	ENST00000222254	true	true	1.6831e-07	0.76	0.60953		gnomAD	v4.1
PIK3R3	ENSG00000117461	ENST00000262741	true	true	1.6966e-09	1.535	-0.86908		gnomAD	v4.1
PIK3R4	ENSG00000196455	ENST00000356763	true	true	1	0.362	3.1013		gnomAD	v4.1
PIK3R5	ENSG00000141506	ENST00000447110	true	true	0.99972	0.442	3.085		gnomAD	v4.1
PIK3R6	ENSG00000276231	ENST00000619866	true	true	1.198e-34	1.37	-0.59753		gnomAD	v4.1
PIKFYVE	ENSG00000115020	ENST00000264380	true	true	1.2773e-06	0.523	3.5575		gnomAD	v4.1
PILRA	ENSG00000085514	ENST00000198536	true	true	2.7982e-13	1.425	1.3117		gnomAD	v4.1
PILRB	ENSG00000121716	ENST00000609309	true	true	2.3385e-07	1.307	0.73549		gnomAD	v4.1
PIM1	ENSG00000137193	ENST00000373509	true	true	0.99777	0.439	2.8522		gnomAD	v4.1
PIM3	ENSG00000198355	ENST00000360612	true	true	0.001655	1.002	-1.2655	outlier_syn	gnomAD	v4.1
PIMREG	ENSG00000129195	ENST00000572447	true	true	7.0424e-06	1.134	0.73801		gnomAD	v4.1
PIN1	ENSG00000127445	ENST00000247970	true	true	0.02169	1.176	0.63017		gnomAD	v4.1
PINK1	ENSG00000158828	ENST00000321556	true	true	3.1236e-21	1.314	0.13254		gnomAD	v4.1
PINLYP	ENSG00000234465	ENST00000599207	true	false	0.001506	1.278	-0.23205		gnomAD	v4.1
PINX1	ENSG00000254093	ENST00000314787	true	true	2.2528e-07	1.921	-2.414		gnomAD	v4.1
PIP	ENSG00000159763	ENST00000291009	true	true	0.31069	1.26	0.34691		gnomAD	v4.1
PIP4K2A	ENSG00000150867	ENST00000376573	true	true	0.74237	0.623	1.2214		gnomAD	v4.1
PIP4K2B	ENSG00000276293	ENST00000619039	true	true	0.99998	0.224	3.1373		gnomAD	v4.1
PIP4K2C	ENSG00000166908	ENST00000354947	true	true	0.014385	0.718	1.5563		gnomAD	v4.1
PIP4P1	ENSG00000165782	ENST00000250489	true	true	0.099363	0.697	1.3245		gnomAD	v4.1
PIP4P2	ENSG00000155099	ENST00000285419	true	true	0.0020536	0.828	1.2445		gnomAD	v4.1
PIP5K1A	ENSG00000143398	ENST00000368888	true	true	0.00026847	0.753	3.0705		gnomAD	v4.1
PIP5K1B	ENSG00000107242	ENST00000265382	true	true	0.00042217	0.887	2.2269		gnomAD	v4.1
PIP5K1C	ENSG00000186111	ENST00000335312	true	true	5.8101e-08	0.752	2.1897		gnomAD	v4.1
PIP5KL1	ENSG00000167103	ENST00000388747	true	true	2.7093e-19	1.724	-2.2667		gnomAD	v4.1
PIPOX	ENSG00000179761	ENST00000323372	true	true	1.3966e-12	1.108	0.95307		gnomAD	v4.1
PIRT	ENSG00000233670	ENST00000580256	true	true	0.010608	1.551	0.15059		gnomAD	v4.1
PISD	ENSG00000241878	ENST00000439502	true	true	9.6102e-08	0.979	0.56906		gnomAD	v4.1
PITHD1	ENSG00000057757	ENST00000246151	true	true	0.057679	1.776	-1.2671		gnomAD	v4.1
PITPNA	ENSG00000174238	ENST00000313486	true	true	0.98739	0.481	2.5244		gnomAD	v4.1
PITPNB	ENSG00000180957	ENST00000335272	true	true	0.21658	1.807	0.99475		gnomAD	v4.1
PITPNC1	ENSG00000154217	ENST00000581322	true	true	0.75545	0.659	1.6258		gnomAD	v4.1
PITPNM1	ENSG00000110697	ENST00000356404	true	true	4.5569e-14	0.737	2.3674		gnomAD	v4.1
PITPNM2	ENSG00000090975	ENST00000320201	true	true	1	0.36	4.3256		gnomAD	v4.1
PITPNM3	ENSG00000091622	ENST00000262483	true	true	1	0.354	2.7965		gnomAD	v4.1
PITRM1	ENSG00000107959	ENST00000224949	true	true	1.0799e-20	0.997	-1.5936		gnomAD	v4.1
PITX1	ENSG00000069011	ENST00000265340	true	true	0.88196	0.575	0.84465		gnomAD	v4.1
PITX2	ENSG00000164093	ENST00000644743	true	true	0.99745	0.41	2.2361		gnomAD	v4.1
PITX3	ENSG00000107859	ENST00000370002	true	true	0.76933	0.691	0.65794		gnomAD	v4.1
PIWIL1	ENSG00000125207	ENST00000245255	true	true	2.1889e-11	0.788	4.1657		gnomAD	v4.1
PIWIL2	ENSG00000197181	ENST00000356766	true	true	1.3546e-05	0.804	0.16655		gnomAD	v4.1
PIWIL3	ENSG00000184571	ENST00000616349	true	true	4.2474e-33	1.114	0.96532		gnomAD	v4.1
PIWIL4	ENSG00000134627	ENST00000299001	true	true	1.7672e-08	0.722	2.1304		gnomAD	v4.1
PJA2	ENSG00000198961	ENST00000361189	true	true	0.99319	0.48	0.61825		gnomAD	v4.1
PJVK	ENSG00000204311	ENST00000644580	true	true	2.6728e-09	1.174	0.49155		gnomAD	v4.1
PKD1	ENSG00000008710	ENST00000262304	true	true	1	0.364	-5.6666	outlier_mis,outlier_syn	gnomAD	v4.1
PKD1L1	ENSG00000158683	ENST00000289672	true	true	1.6951e-50	0.793	1.7754		gnomAD	v4.1
PKD1L2	ENSG00000166473	ENST00000337114	true	false	1.5607e-61	1.522	-5.7237	outlier_mis,outlier_syn	gnomAD	v4.1
PKD1L3	ENSG00000277481	ENST00000620267	true	true	2.1884e-83	1.364	-3.635	outlier_mis	gnomAD	v4.1
PKD2	ENSG00000118762	ENST00000237596	true	true	0.00018979	0.683	1.0272		gnomAD	v4.1
PKD2L1	ENSG00000107593	ENST00000318222	true	true	9.7818e-19	1.003	0.74033		gnomAD	v4.1
PKD2L2	ENSG00000078795	ENST00000508883	true	true	0.0022459	1.11	0.72504		gnomAD	v4.1
PKDCC	ENSG00000162878	ENST00000294964	true	true	2.0364e-10	1.15	-2.0231		gnomAD	v4.1
PKDREJ	ENSG00000130943	ENST00000253255	true	true	0.2499	1.741	2.2403		gnomAD	v4.1
PKHD1	ENSG00000170927	ENST00000371117	true	true	2.8316e-48	0.783	1.7677		gnomAD	v4.1
PKHD1L1	ENSG00000205038	ENST00000378402	true	true	8.1712e-97	1.054	0.16407		gnomAD	v4.1
PKIA	ENSG00000171033	ENST00000396418	true	true	0.35878	1.475	-0.18054		gnomAD	v4.1
PKIB	ENSG00000135549	ENST00000368452	true	true	0.4773	1.002	0.057241		gnomAD	v4.1
PKIG	ENSG00000168734	ENST00000372886	true	true	0.54027	1.079	1.0495		gnomAD	v4.1
PKLR	ENSG00000143627	ENST00000342741	true	true	2.6449e-09	0.901	1.6057		gnomAD	v4.1
PKM	ENSG00000067225	ENST00000335181	true	true	0.96144	0.515	3.0736		gnomAD	v4.1
PKMYT1	ENSG00000127564	ENST00000262300	true	true	2.6711e-10	1.136	-1.0692		gnomAD	v4.1
PKN1	ENSG00000123143	ENST00000242783	true	true	9.6963e-11	0.746	0.61935		gnomAD	v4.1
PKN2	ENSG00000065243	ENST00000370521	true	true	0.99967	0.428	2.713		gnomAD	v4.1
PKN3	ENSG00000160447	ENST00000291906	true	true	6.8132e-25	0.987	1.7033		gnomAD	v4.1
PKNOX1	ENSG00000160199	ENST00000291547	true	true	0.78042	0.595	1.4189		gnomAD	v4.1
PKNOX2	ENSG00000165495	ENST00000298282	true	true	0.99996	0.391	1.9015		gnomAD	v4.1
PKP1	ENSG00000081277	ENST00000367324	true	true	0.97273	0.499	0.26269		gnomAD	v4.1
PKP2	ENSG00000057294	ENST00000340811	true	true	1.2177e-19	1.105	0.99086		gnomAD	v4.1
PKP3	ENSG00000184363	ENST00000331563	true	true	2.2878e-24	1.314	-3.7424	outlier_mis,outlier_syn	gnomAD	v4.1
PKP4	ENSG00000144283	ENST00000389759	true	true	1.7627e-13	0.752	1.631		gnomAD	v4.1
PLA1A	ENSG00000144837	ENST00000273371	true	true	3.9925e-07	1.135	0.31095		gnomAD	v4.1
PLA2G10	ENSG00000069764	ENST00000438167	true	true	0.00034248	1.895	0.18014		gnomAD	v4.1
PLA2G12A	ENSG00000123739	ENST00000243501	true	true	0.0026239	1.314	0.45572		gnomAD	v4.1
PLA2G12B	ENSG00000138308	ENST00000373032	true	true	1.3261e-06	1.292	1.4574		gnomAD	v4.1
PLA2G15	ENSG00000103066	ENST00000219345	true	true	0.0029051	0.766	1.2458		gnomAD	v4.1
PLA2G1B	ENSG00000170890	ENST00000308366	true	true	0.0001946	1.365	0.23096		gnomAD	v4.1
PLA2G2A	ENSG00000188257	ENST00000482011	true	false	0.082821	1.16	1.2647		gnomAD	v4.1
PLA2G2C	ENSG00000187980	ENST00000679259	true	true	1.1677e-05	1.424	0.68712		gnomAD	v4.1
PLA2G2D	ENSG00000117215	ENST00000375105	true	true	1.4645e-07	1.886	-0.066689		gnomAD	v4.1
PLA2G2E	ENSG00000188784	ENST00000375116	true	true	6.8469e-05	1.287	0.58855		gnomAD	v4.1
PLA2G2F	ENSG00000158786	ENST00000375102	true	true	9.9525e-05	1.484	-0.50716		gnomAD	v4.1
PLA2G3	ENSG00000100078	ENST00000215885	true	true	1.0909e-10	0.967	-0.046566		gnomAD	v4.1
PLA2G4A	ENSG00000116711	ENST00000367466	true	true	0.18985	0.89	1.6164		gnomAD	v4.1
PLA2G4B	ENSG00000243708	ENST00000458483	true	true	3.9724e-51	1.471	-1.634		gnomAD	v4.1
PLA2G4C	ENSG00000105499	ENST00000599921	true	true	3.6305e-12	1.129	0.94466		gnomAD	v4.1
PLA2G4D	ENSG00000159337	ENST00000290472	true	true	4.4939e-24	1.041	-0.15035		gnomAD	v4.1
PLA2G4E	ENSG00000188089	ENST00000399518	true	false	3.6306e-24	1.006	0.14233		gnomAD	v4.1
PLA2G4F	ENSG00000168907	ENST00000397272	true	true	1.8096e-37	1.236	-0.71191		gnomAD	v4.1
PLA2G5	ENSG00000127472	ENST00000375108	true	true	0.0065224	1.057	0.33451		gnomAD	v4.1
PLA2G6	ENSG00000184381	ENST00000332509	true	true	1.434e-15	0.972	1.5252		gnomAD	v4.1
PLA2G7	ENSG00000146070	ENST00000274793	true	true	1.0514e-10	1.533	-0.78905		gnomAD	v4.1
PLA2R1	ENSG00000153246	ENST00000283243	true	true	1.8762e-20	1	1.1544		gnomAD	v4.1
PLAA	ENSG00000137055	ENST00000397292	true	true	0.0023759	0.678	0.69065		gnomAD	v4.1
PLAAT1	ENSG00000127252	ENST00000264735	true	true	0.00023117	1.224	-0.0094552		gnomAD	v4.1
PLAAT2	ENSG00000133328	ENST00000255695	true	true	0.00038465	1.551	1.3359		gnomAD	v4.1
PLAAT3	ENSG00000176485	ENST00000415826	true	true	4.8737e-06	1.838	0.17313		gnomAD	v4.1
PLAAT4	ENSG00000133321	ENST00000255688	true	true	1.7101e-05	1.496	1.4059		gnomAD	v4.1
PLAAT5	ENSG00000168004	ENST00000540857	true	true	7.9387e-10	1.612	-0.78224		gnomAD	v4.1
PLAC8	ENSG00000145287	ENST00000311507	true	true	0.31983	1.046	0.64999		gnomAD	v4.1
PLAC8L1	ENSG00000173261	ENST00000311450	true	true	0.00024229	1.132	1.2114		gnomAD	v4.1
PLAC9	ENSG00000189129	ENST00000372263	true	true	9.3039e-05	1.667	-0.29276		gnomAD	v4.1
PLAG1	ENSG00000181690	ENST00000316981	true	true	0.99959	0.373	2.4723		gnomAD	v4.1
